,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
28,Giannis Antetokounmpo,MIL,24,15,10,5,34.3,109.7,99.2,10.5,25.5,1.46,16,6.4,24.6,15.8,11,52.9,57.2,31,102.18,18.8,1093
28,Jordan Bell,GSW,24,15,11,4,7,114,119.9,-5.9,15.5,5.5,22.4,7.4,11,9.3,4.1,54.8,57.9,15.3,99.54,8.8,222
28,Khris Middleton,MIL,27,15,10,5,34.3,111.7,102.5,9.2,19.2,2.28,21,1.7,14.8,8.5,9.2,51.7,56.7,20.4,100.94,11,1086
28,Pat Connaughton,MIL,26,15,10,5,21.6,105,97,7.9,9.5,2.33,19.1,2.7,20.8,12.2,8.2,57.8,57.7,11.2,104.83,11.9,707
36,Gary Harris,DEN,24,14,7,7,37,113.4,108.6,4.8,9.3,2.91,14.7,1.6,8.9,5.3,5.1,52.5,56.9,15.8,93.76,8.4,1012
36,Jamal Murray,DEN,22,14,7,7,36.3,116.4,110,6.4,21,3,18,3.6,7.9,5.8,6,48,53.4,26.1,93.71,12.2,994
36,Jodie Meeks,TOR,31,14,9,5,4.8,82.6,94.6,-12.1,2.7,0.33,2.9,0,10.1,5.3,8.8,34.5,36.3,20.2,107.52,2.7,149
36,Malik Beasley,DEN,22,14,7,7,20.1,111.6,112.1,-0.5,7.2,2,11,3.5,13.5,8.1,5.5,48.9,53,16.8,97,7.4,567
36,Mason Plumlee,DEN,29,14,7,7,15.6,99.1,114.8,-15.7,15.2,2.63,23.9,10.2,15.1,12.5,9.1,51.1,53.9,13.1,97.92,8.1,442
36,Monte Morris,DEN,24,14,7,7,16,102.6,110.1,-7.4,25,6,27.1,1.1,6.8,3.8,4.5,38.4,40.9,18.2,97.85,6.7,458
36,Nikola Jokic,DEN,24,14,7,7,39.7,114.6,107.5,7.1,36.5,3.28,26.2,9.2,21.8,15.6,8,54.8,59.6,26.2,93.59,20.2,1088
36,Nikola Mirotic,MIL,28,14,10,4,21.3,106.9,104.2,2.7,5,0.71,6.5,5,13.8,9.2,9.1,47,51.4,19.5,103.47,7.7,639
36,Paul Millsap,DEN,34,14,7,7,33.5,116.1,110.6,5.5,3.5,0.61,5.2,4.9,14.6,9.8,8.5,50.6,56.1,19,93.42,8.8,913
36,Torrey Craig,DEN,28,14,7,7,23.6,115.4,109.3,6.1,4.9,2,12.8,6.3,14.6,10.5,6.4,60.1,60.5,10.9,95.74,6.8,654
36,Will Barton,DEN,28,14,7,7,23.4,102.3,110.7,-8.4,12.2,1.71,12.9,3.9,14.1,8.9,7.5,40.4,43.4,21.2,95.8,7.9,653
47,Ben Simmons,PHI,22,12,7,5,35.1,108.6,103.8,4.9,27,2.25,30.5,5.3,13.3,9.4,13.6,62.1,62.5,16.3,99.21,13,868
47,JJ Redick,PHI,35,12,7,5,31.3,108.4,103.2,5.3,7.4,0.86,11.2,0.5,3.8,2.3,12.9,58.1,60.6,16.8,100.1,5.3,782
47,Jimmy Butler,PHI,29,12,7,5,35.1,113.7,101.7,11.9,22.8,2.82,21.5,5.2,10.8,8.2,7.6,48.6,56.4,22.7,98.67,15.2,863
47,Kevin Durant,GSW,30,12,8,4,36.8,118.6,109.1,9.5,20.1,1.26,14,0.2,12.7,6.7,11.1,58.6,66.1,31.8,100.08,17.6,920
47,Tobias Harris,PHI,26,12,7,5,36.9,110.1,103.5,6.7,16,2.4,19.6,2.8,20.7,12.1,8.2,49.1,52.1,18.7,99.55,12.5,918
52,Boban Marjanovic,PHI,30,11,7,4,9.5,110,125,-15,14.9,0.79,14.9,11.7,23.5,17.2,18.9,60,66.2,23.1,104.39,12.4,231
52,Chris Paul,HOU,34,11,6,5,36.1,106.9,105.1,1.8,25.5,1.62,22.5,3.5,13,8.4,13.9,50.3,55.7,22.3,98.01,12.9,813
52,Clint Capela,HOU,25,11,6,5,30.1,105.8,106.8,-1.1,7.7,1,12.3,12.5,19.8,16.4,12.3,56.1,54.9,15,97.6,10.4,673
52,Eric Gordon,HOU,30,11,6,5,37.2,109.6,109.1,0.6,5.6,0.52,7,1.2,5.4,3.3,13.4,57.3,60.4,19.7,97.22,7.4,831
52,Gerald Green,HOU,33,11,6,5,8.8,101,104.9,-3.9,1.8,0.33,2.2,0,12.1,5.8,6.5,42.5,46.2,19.3,101.38,4.1,204
52,James Ennis III,PHI,28,11,7,4,21.1,109.4,107.7,1.7,7.9,1.2,12.8,6.8,10.9,8.9,10.6,55.5,57.4,14.8,100.44,6.2,478
52,James Harden,HOU,29,11,6,5,38.6,112.3,107.8,4.5,32.9,1.43,17.1,2.1,14.9,8.7,11.9,50.4,56.7,36.1,98.62,16.2,872
52,Joel Embiid,PHI,25,11,6,5,30.4,113.8,93,20.8,17.8,0.93,13.5,6.6,24,16.2,14.5,46.5,55.9,30.1,98.78,17.8,688
52,Meyers Leonard,POR,27,11,5,6,15.5,110.2,111.9,-1.7,11,3,14.1,3.2,21.1,11.4,4.7,63.1,61.6,18.8,99.62,10.1,353
52,P.J. Tucker,HOU,34,11,6,5,38.7,111.7,104.8,6.9,6.6,2.38,15.1,4.5,13.6,9.2,6.3,60.2,63.7,10.9,97.11,9.6,862
52,Patrick McCaw,TOR,23,11,8,3,4.4,91.7,109.6,-17.9,12.9,4,36.4,3.7,1.8,2.8,9.1,30,42.5,5.8,110.38,2.1,109
52,Sterling Brown,MIL,24,11,8,3,14.7,105.4,95.8,9.6,16,2.38,27.1,2.2,12.9,7.9,11.4,48.7,52.5,12.8,104.78,8.1,353
52,Tim Frazier,MIL,28,11,9,2,3.6,88.2,103.3,-15.1,43.5,3.33,37,0,20.9,10.5,11.1,73.1,75.6,16.3,111.53,17.7,93
65,Austin Rivers,HOU,26,10,6,4,21.5,109.5,104,5.6,7,1.25,12.2,0.9,7.8,4.4,9.8,56.5,57.2,14.2,100.95,4.3,451
65,Greg Monroe,PHI,29,10,6,4,9,90.1,110.8,-20.6,7.1,1,7.7,13.9,18.7,16.1,7.7,41.3,45.5,21.1,108.97,9.3,203
65,Jonah Bolden,PHI,23,10,7,3,7.9,89.4,106.4,-17,5.8,0.33,9.1,4.3,12.8,8.1,27.3,36.8,38.5,14.7,106.26,-1.4,179
65,Malcolm Miller,TOR,26,10,7,3,2.8,57.4,92.9,-35.5,9.1,1,8.3,0,12.8,6.3,8.3,31.3,41,15.3,119.37,4.1,68
65,Mike Scott,PHI,30,10,6,4,19.3,108.6,106.5,2.1,3.6,0.71,8.3,2,14.2,8.3,11.7,57.4,58.5,11.3,102.5,6,409
70,Al Horford,BOS,33,9,5,4,34.5,103.7,99.8,3.8,21.1,2.11,22.6,4.2,20.2,12.5,10.7,50,53,18.8,100.99,12.4,654
70,Aron Baynes,BOS,32,9,5,4,12.8,87.2,100.8,-13.6,3.9,0.6,13,4.9,14.6,9.9,21.7,64.3,63.8,7.6,102.12,4.1,243
70,Gordon Hayward,BOS,29,9,5,4,29.6,100.2,103.2,-3,13.4,1.57,19.1,1,11.1,6.1,12.2,47.9,54.9,14.6,101.18,8.5,566
70,Jaylen Brown,BOS,22,9,5,4,30.4,97.8,104.9,-7.2,6.3,0.63,7.9,2.1,15.5,9,12.7,58.6,62.4,18.2,102.98,9.3,586
70,Jayson Tatum,BOS,21,9,5,4,32.8,100.3,101.6,-1.3,9.8,0.94,10.4,2.3,16.4,9.6,11,48.2,53,21.4,101.21,10.6,623
70,Kyrie Irving,BOS,27,9,5,4,36.7,103.4,106,-2.6,34.1,2.25,21.9,1.4,9.3,5.5,9.7,43.6,48.8,29.2,101.74,10.9,702
70,Marcus Morris Sr.,BOS,29,9,5,4,28.3,107.2,101.5,5.7,6.7,1.57,9.9,4.6,21.1,13.2,6.3,63.3,66.4,16.8,101.05,13.1,538
70,T.J. McConnell,PHI,27,9,6,3,8.3,97.1,114.7,-17.7,21.6,11,28.2,1.3,7,4,2.6,44.4,44.4,14.9,106.84,7.7,170
70,Terry Rozier,BOS,25,9,5,4,18,94.9,91.9,3,19.1,1.7,18.3,2.3,17.2,10.3,10.8,39,43.9,20,99.28,10.4,336
70,Tony Snell,MIL,27,9,7,2,3.2,89.7,110,-20.3,0,0,0,6.3,3.6,5,14.3,41.7,41.7,9.1,116.6,0.4,68
80,D.J. Wilson,MIL,23,8,6,2,5.3,84.4,106.3,-21.9,18.2,0.57,14.3,2.2,23.1,11.8,25,53.1,56.3,22.6,107.82,6.7,96
80,DeMarcus Cousins,GSW,28,8,3,5,16.6,93.8,104.7,-10.9,26.4,1,18.6,5.8,22.1,13.4,18.6,42.5,47.7,25.9,99.31,8.4,276
80,Eric Moreland,TOR,27,8,6,2,3.5,61.5,101.5,-40,25,0,60,5.3,31.6,18.4,0,50,50,2.9,112.47,12.6,65
80,Iman Shumpert,HOU,29,8,4,4,13.7,116.4,110.6,5.8,2.4,0.67,6.1,0.9,8.9,5.1,9.1,53.8,52.2,11.6,100.67,2.8,232
80,Jeremy Lin,TOR,30,8,7,1,3.4,60,98.5,-38.5,40,0.8,20,0,7.7,3.9,25,27.8,41.8,23.5,116.08,3.5,65
85,Bryn Forbes,SAS,25,7,3,4,30.3,108.1,111.4,-3.4,4.8,2.33,10,0.5,10.8,5.9,4.3,61.6,62.5,13.7,92.7,7.2,409
85,Daniel Theis,BOS,27,7,5,2,6,94.7,96.8,-2.1,0,0,0,8,13,10.4,6.3,35.7,40.3,15.1,107.67,5.2,94
85,Danuel House Jr.,HOU,26,7,4,3,20.1,100,101.4,-1.4,1.1,0.25,2.2,1.3,13.4,7.4,8.7,40.5,42,13.8,101.33,3.2,298
85,DeMar DeRozan,SAS,29,7,3,4,35.8,111.5,117.8,-6.3,21.2,2.67,17.4,4.2,14.8,9.6,6.5,48.7,55.7,27.8,93.29,14,486
85,Derrick White,SAS,24,7,3,4,27.2,112.6,112.7,0,17.8,1.4,17.2,0.6,10.4,5.7,12.3,58,61.3,24,94.52,10.8,372
85,Jacob Evans,GSW,22,7,5,2,2.5,94.7,84.6,10.1,9.1,0.5,12.5,0,3.4,2.3,25,50,50,17.5,105.23,1.5,38
85,Jakob Poeltl,SAS,23,7,3,4,25.3,114.9,109.7,5.2,9.2,4,21.8,14.5,15.8,15.2,5.5,63.9,63.8,11,94.13,9,343
85,Jonathon Simmons,PHI,29,7,5,2,7.4,80.3,126.9,-46.6,6.7,0.33,5,2.9,13.5,7.4,15,36.7,39.4,27,111.61,3.4,122
85,LaMarcus Aldridge,SAS,33,7,3,4,34.9,106.8,108.7,-2,13.8,2.71,11.7,7.6,18.5,13.1,4.3,46.7,51.7,26.7,93.84,13.9,473
85,Malcolm Brogdon,MIL,26,7,3,4,28.3,114.6,100.2,14.3,18.3,2.4,20.5,3.1,12.2,8.1,8.5,53.8,54.9,20.7,98.67,10.3,405
85,Marco Belinelli,SAS,33,7,3,4,18.8,113.8,110.8,3,7.9,4,16,0,9.1,4.6,4,47.4,50.4,13.7,98.05,5.4,268
85,Nene,HOU,36,7,3,4,7.5,125.7,112.3,13.4,8.3,1,15,17.6,12.2,15.2,15,100,96.7,13.5,97.74,15.5,109
85,Patty Mills,SAS,30,7,3,4,21.8,105.6,109.5,-3.9,23.4,8.33,33.3,0.6,8.3,4.5,4,36,39,14.6,96.47,6.7,306
85,Rudy Gay,SAS,32,7,3,4,25.5,107.1,114.9,-7.9,10.8,1.2,12.1,7.3,19.4,13.6,10.1,45.7,50.3,22,95.34,10,354
99,Danilo Gallinari,LAC,30,6,2,4,33.6,110.3,121.2,-10.9,12.6,1.45,10.6,4.2,14.7,9.2,7.3,41,47.4,27.1,103.92,8.3,438
99,Garrett Temple,LAC,33,6,2,4,10.5,107.7,110.4,-2.7,4.3,1,10,1.6,7.7,5,10,31.8,45.5,11.3,109.64,1.9,143
99,JaMychal Green,LAC,29,6,2,4,23.5,119,121.8,-2.8,4.8,0.45,7.8,4.3,19.7,11.7,17.2,67.4,69.6,17.4,103.69,7.5,300
99,Jake Layman,POR,25,6,3,3,3.4,62.8,97.8,-35,0,0,0,3.3,15.8,8.2,0,14.3,28.5,18.4,104.48,-3.4,43
99,Kenneth Faried,HOU,29,6,4,2,9.4,98.3,84.6,13.8,7.7,0,11.1,4.6,28.1,16.3,0,73.1,76.7,11.9,103.8,25.6,120
99,Landry Shamet,LAC,22,6,2,4,29,112.8,112.7,0.1,7.5,1.43,16.9,0.6,6.4,3.4,11.9,47.4,54.2,11.4,102.79,3.7,375
99,Lonnie Walker IV,SAS,20,6,3,3,3.5,102.4,85,17.4,21.4,0,27.3,0,10,4.4,0,37.5,37.5,16.7,92.45,9,41
99,Lou Williams,LAC,32,6,2,4,29.4,108.5,127.5,-19,43.8,2.56,24.7,3.1,6.6,4.7,9.7,46.2,53.3,31.4,105.61,12.4,390
99,Montrezl Harrell,LAC,25,6,2,4,26.3,106.7,129.4,-22.7,15.9,1.63,13.7,7.2,13.5,10.2,8.4,73,73.9,21.2,104.4,14.5,343
99,Patrick Beverley,LAC,30,6,2,4,32.4,107.7,121.6,-13.9,20,2.8,31.8,3.7,23.3,12.3,11.4,56.4,58.4,12.3,105.11,9.3,427
99,Semi Ojeleye,BOS,24,6,2,4,5.8,97.4,103.9,-6.5,10.5,2,15.4,2.8,2.3,2.5,7.7,61.1,65.8,13.3,107.1,4.4,77
99,Shai Gilgeous-Alexander,LAC,20,6,2,4,28.8,107,119.9,-13,18.6,3.8,20.2,2.2,7.5,4.7,5.3,54.2,59.6,18.1,104.06,8.8,372
111,Aaron Gordon,ORL,23,5,1,4,32.8,95.4,119.9,-24.5,22,1.38,17.8,6.6,17.6,11.7,12.9,53.2,54,22.8,95.96,9.7,328
111,Anfernee Simons,POR,20,5,2,3,2.4,61.5,96.3,-34.8,0,0,0,0,0,0,0,0,21.7,30,106.07,-21.3,26
111,Caris LeVert,BKN,24,5,1,4,28.9,103.8,112.9,-9.1,20.3,1.5,13.5,3.6,11.1,7.2,9,57.5,61.2,26.9,106.11,15,320
111,D'Angelo Russell,BKN,23,5,1,4,29.6,95.7,123.6,-27.9,24.3,1.29,12.9,1.2,10.9,5.6,10.1,41.7,44.6,33.2,104.63,7.6,323
111,D.J. Augustin,ORL,31,5,1,4,28.2,98.6,123.6,-25.1,25.7,2.71,26,0.7,5.7,3,9.6,61,66.6,17.3,93.93,10.3,276
111,Dante Cunningham,SAS,32,5,2,3,2.6,92,69.6,22.4,0,0,0,13.3,33.3,22.2,0,100,100,10,88.96,28.6,25
111,Davis Bertans,SAS,26,5,2,3,15.8,113.5,110.2,3.3,7.7,5,21.7,0,9.6,4.7,4.3,43.3,46.5,9.6,97.48,2,163
111,DeMarre Carroll,BKN,32,5,1,4,23.9,103.4,116.7,-13.3,2.4,0.67,4.3,4.1,11.4,7.4,6.4,32.9,39.7,15.1,105.77,3.4,263
111,Dennis Schroder,OKC,25,5,1,4,30.1,100.9,107.5,-6.5,20,2.83,19.5,1.2,9.7,5.1,6.9,50.9,54.8,19,102.57,10.5,322
111,Derrick Favors,UTA,27,5,1,4,20.6,100,96.7,3.3,7.7,0.8,7.4,13.5,19.8,16.7,9.3,63.9,66.5,20.6,98.49,19.6,210
111,Donatas Motiejunas,SAS,28,5,2,3,3.7,91.7,91.4,0.2,28.6,0,15.4,15.8,23.5,19.4,0,60,59.7,26.8,92.11,24.4,36
111,Donovan Mitchell,UTA,22,5,1,4,38.6,101.5,110.6,-9.1,15.1,0.76,9.8,3.2,8.9,5.9,12.8,37.1,42.3,32,97.92,4.5,393
111,Evan Fournier,ORL,26,5,1,4,35,90.8,119.9,-29.1,11.5,0.83,10.5,1.5,8.2,4.5,12.6,40.6,42.7,21.4,94.54,3.3,347
111,Georges Niang,UTA,26,5,1,4,11,102.5,95,7.6,14.3,2.5,17.2,0,21.9,11.1,6.9,50,50,18.3,104.1,12.1,119
111,Jae Crowder,UTA,28,5,1,4,26,94.7,108.8,-14.1,5.6,4,6.8,2.5,18.7,9.9,1.7,46.7,52.4,17.6,97.08,11.8,265
111,Jarrett Allen,BKN,21,5,1,4,22,93.5,118,-24.5,18.3,1.38,19,10.7,16.5,13.3,13.8,59.4,67.4,16.7,106.72,13.9,245
111,Jerami Grant,OKC,25,5,1,4,35.2,106.1,117,-10.8,3.2,1,7.4,3.3,11.1,7.3,7.4,61.3,63.4,12,101.74,7.8,375
111,Jerome Robinson,LAC,22,5,1,4,9.2,119.6,115.3,4.3,18.4,7,29.2,3.4,11.4,6.5,4.2,46.4,55.6,14.2,101.28,8.6,97
111,Joe Harris,BKN,27,5,1,4,29.9,97.9,122.6,-24.8,3.2,0.33,5.1,3.4,9.8,6.4,15.3,41.9,47.3,15,105.43,3.4,329
111,Joe Ingles,UTA,31,5,1,4,30.1,98.7,109.3,-10.5,25.3,3.13,35.7,1.9,13.6,7.6,11.4,43.2,43.2,12.7,99.75,8.1,313
111,Jonathan Isaac,ORL,21,5,1,4,27.3,94.1,114.5,-20.4,2.6,0.4,4,6.6,16.2,11,10,32.5,37.9,15.1,96.48,4.3,273
111,Juancho Hernangomez,DEN,23,5,3,2,2.9,110.7,86.2,24.5,0,0,0,0,15.8,9.4,25,50,50,12.9,94.13,2,28
111,Khem Birch,ORL,26,5,1,4,18.3,90.5,91.7,-1.1,7.7,0.67,13.3,7.6,21.6,14,20,55.6,61.7,11.6,100.15,13.4,190
111,Markieff Morris,OKC,29,5,1,4,11.8,95.2,88.9,6.3,14.3,2.5,18.5,5.8,15,10.1,7.4,37.5,47.6,15,102.44,9.3,125
111,Michael Carter-Williams,ORL,27,5,1,4,18.5,89.7,99,-9.3,24.5,1.5,22.2,1.8,19.4,9.7,14.8,41.9,47.8,18.8,100.09,9,194
111,Nerlens Noel,OKC,25,5,1,4,12.1,100,92.2,7.8,0,0,0,16.4,12.7,14.6,16,60,57.5,16.8,102.3,11.4,128
111,Nikola Vucevic,ORL,28,5,1,4,29.5,98.3,121.5,-23.2,19.5,1.15,16.1,6,25.2,14.7,14,38.8,43.6,23.9,94.29,8.1,290
111,Paul George,OKC,29,5,1,4,40.8,108.1,106.5,1.7,14.9,0.86,11.2,2.8,16.7,9.9,13,51,58.3,29.7,101.71,14.3,430
111,Quincy Pondexter,SAS,31,5,2,3,2.4,95.8,76.2,19.6,22.2,0,50,0,12.5,4.5,0,0,0,6.9,89.5,0,24
111,Raymond Felton,OKC,35,5,1,4,11.4,94,81,12.9,9.1,1.5,15.8,0,5.3,2.5,10.5,38.5,39.6,11.8,98.11,2.1,116
111,Ricky Rubio,UTA,28,5,1,4,33.5,106.6,109.4,-2.8,41,2.87,32.1,1.7,7.2,4.5,11.2,45.5,51.5,22.6,100.16,12,348
111,Royce O'Neale,UTA,26,5,1,4,27.4,96.1,96.8,-0.7,11.1,0.8,12.3,1.2,13.1,6.9,15.4,55.6,56.7,17,99.02,8.7,282
111,Rudy Gobert,UTA,27,5,1,4,30.4,99,114.3,-15.2,7.5,0.78,11.9,13.3,17.8,15.5,15.3,59.4,66.5,14.2,99.14,12.3,313
111,Russell Westbrook,OKC,30,5,1,4,39.4,105.7,115.4,-9.7,43.8,2.3,26.8,3.4,17.9,10.8,11.6,41,46.6,31.2,102.22,12.9,419
111,Spencer Dinwiddie,BKN,26,5,1,4,26.3,102.4,113.9,-11.5,11.3,1,9.6,2.6,6.3,4.4,9.6,50.8,53.6,22.9,104.59,7.8,286
111,Steven Adams,OKC,25,5,1,4,31.8,104.5,115.5,-11,7,0.78,11.5,7.6,13.8,10.8,14.8,66.7,64.8,14.6,100.76,10.3,333
111,Terrance Ferguson,OKC,21,5,1,4,25.6,103.3,119.1,-15.9,5.9,1.2,16.7,1.5,7.4,4.5,13.9,50,50,9.8,102.7,0.8,276
111,Terrence Ross,ORL,28,5,1,4,29.2,98.3,110.7,-12.4,9,0.7,9,0.6,12.9,6.1,12.8,48.1,53.7,20.9,95.66,7.9,293
111,Treveon Graham,BKN,25,5,1,4,15.7,114.9,115.4,-0.6,4.2,1,15.8,2.4,10,6.1,15.8,20,27.7,8.1,106.77,-0.5,175
111,Wes Iwundu,ORL,24,5,1,4,12,98.4,94.5,3.9,10.5,2,14.3,0,12.1,5.5,7.1,41.7,54.6,16.3,102.92,9.3,129
151,Amir Johnson,PHI,32,4,3,1,4.9,83.3,129.3,-45.9,20,2,28.6,15,11.1,13.2,14.3,100,100,10.4,101.55,14.1,42
151,Andre Drummond,DET,25,4,0,4,31.8,94.8,131.8,-37,11.5,0.82,10.7,11.6,29.1,18.4,13.1,44.4,45.1,24,101.2,8.3,270
151,Bojan Bogdanovic,IND,30,4,0,4,36.9,96,107.8,-11.8,13.4,1.83,13.1,1.9,14.9,8,7.1,45.2,51.1,22.5,96.94,11.5,300
151,Brad Wanamaker,BOS,29,4,2,2,4.3,90,102.4,-12.4,37.5,1.5,21.4,0,0,0,14.3,50,57.1,25,113.02,13,40
151,Bruce Brown,DET,22,4,0,4,14.2,94.2,125.4,-31.2,5,1,10.5,1.5,12.5,6.5,10.5,39.3,43.7,12.6,102.46,2.6,120
151,Cory Joseph,IND,27,4,0,4,21.2,88,103,-14.9,9.8,0,13.8,1,7.2,3.9,0,58.3,60.3,13.5,94.89,10.5,167
151,Damian Jones,GSW,24,4,3,1,2,90,100,-10,0,0,0,0,18.2,11.1,33.3,100,79.8,13.6,115.56,0,20
151,Darren Collison,IND,31,4,0,4,29.2,98.3,101.7,-3.3,23.2,1.6,21.6,3.1,7,5,13.5,46.7,50.4,22,98.39,7,240
151,Domantas Sabonis,IND,23,4,0,4,24,86.2,104.8,-18.6,34.8,3.2,28.1,6.1,23.7,14,8.8,43.1,48.4,19.3,93.92,15.4,189
151,Furkan Korkmaz,PHI,21,4,3,1,8.9,92.9,120.5,-27.5,21.7,5,19.2,0,16.7,7.7,3.8,41.7,47,23.3,113.21,7.2,85
151,Guerschon Yabusele,BOS,23,4,2,2,3.5,97,91.2,5.8,12.5,1,11.1,6.3,6.3,6.3,11.1,50,56.5,21.6,115.2,4.1,33
151,Ish Smith,DET,30,4,0,4,20.2,81.5,102.9,-21.4,34.1,3.5,24.1,0.9,11.9,5.7,6.9,27.6,30.2,22.3,102.75,4.2,173
